Policy,Workflow ID,Workflow Name,Total Tasks,Tasks On Time,Edge Tasks,Cloud Tasks,Cold Starts,Avg Wait Time (ms),Completed Within Deadline
CriticalPathFirst_partial_public_private,CyberShake_instance_43,CyberShake_30_30,30,30,30,0,0,1497832.42,True
CriticalPathFirst_partial_public_private,Inspiral_instance_44,Inspiral_30_30,30,30,30,0,0,1577986.10,True
CriticalPathFirst_partial_public_private,Sipht_instance_45,Sipht_30_29,29,29,29,0,0,926963.75,True
CriticalPathFirst_partial_public_private,CyberShake_instance_46,CyberShake_30_30,30,30,30,0,0,1805866.69,True
CriticalPathFirst_partial_public_private,CyberShake_instance_47,CyberShake_30_30,30,30,30,0,0,1859627.53,True
CriticalPathFirst_partial_public_private,Sipht_instance_48,Sipht_30_29,29,29,29,0,0,931790.64,True
CriticalPathFirst_partial_public_private,CyberShake_instance_49,CyberShake_30_30,30,30,30,0,0,1835106.01,True
CriticalPathFirst_partial_public_private,Sipht_instance_50,Sipht_30_29,29,29,29,0,0,931477.51,True
CriticalPathFirst_partial_public_private,Sipht_instance_1,Sipht_30_29,29,29,29,0,29,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_2,Sipht_30_29,29,29,29,0,9,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_3,Inspiral_30_30,30,30,30,0,30,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_4,Inspiral_30_30,30,30,30,0,23,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_5,Sipht_30_29,29,29,29,0,9,346.71,True
CriticalPathFirst_partial_public_private,CyberShake_instance_6,CyberShake_30_30,30,30,30,0,14,14565.90,True
CriticalPathFirst_partial_public_private,Inspiral_instance_7,Inspiral_30_30,30,30,30,0,9,130293.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_8,Sipht_30_29,29,29,29,0,9,92189.09,True
CriticalPathFirst_partial_public_private,Sipht_instance_9,Sipht_30_29,29,29,29,0,9,171066.80,True
CriticalPathFirst_partial_public_private,Sipht_instance_10,Sipht_30_29,29,29,29,0,5,221899.45,True
CriticalPathFirst_partial_public_private,CyberShake_instance_11,CyberShake_30_30,30,30,30,0,4,165283.57,True
CriticalPathFirst_partial_public_private,Sipht_instance_12,Sipht_30_29,29,29,29,0,5,217693.30,True
CriticalPathFirst_partial_public_private,Inspiral_instance_13,Inspiral_30_30,30,30,30,0,2,181242.78,True
CriticalPathFirst_partial_public_private,Inspiral_instance_14,Inspiral_30_30,30,30,30,0,2,351025.32,True
CriticalPathFirst_partial_public_private,CyberShake_instance_15,CyberShake_30_30,30,30,30,0,4,258111.70,True
CriticalPathFirst_partial_public_private,Inspiral_instance_16,Inspiral_30_30,30,30,30,0,1,477756.33,True
CriticalPathFirst_partial_public_private,CyberShake_instance_17,CyberShake_30_30,30,30,30,0,4,608350.67,True
CriticalPathFirst_partial_public_private,CyberShake_instance_18,CyberShake_30_30,30,30,30,0,2,669717.01,True
CriticalPathFirst_partial_public_private,CyberShake_instance_19,CyberShake_30_30,30,30,30,0,1,685781.48,True
CriticalPathFirst_partial_public_private,Inspiral_instance_20,Inspiral_30_30,30,30,30,0,0,635951.73,True
CriticalPathFirst_partial_public_private,Sipht_instance_21,Sipht_30_29,29,29,29,0,4,343537.93,True
CriticalPathFirst_partial_public_private,CyberShake_instance_22,CyberShake_30_30,30,30,30,0,1,647281.95,True
CriticalPathFirst_partial_public_private,CyberShake_instance_23,CyberShake_30_30,30,30,30,0,1,665998.21,True
CriticalPathFirst_partial_public_private,Sipht_instance_24,Sipht_30_29,29,29,29,0,3,698065.25,True
CriticalPathFirst_partial_public_private,CyberShake_instance_25,CyberShake_30_30,30,30,30,0,1,529494.38,True
CriticalPathFirst_partial_public_private,Sipht_instance_26,Sipht_30_29,29,29,29,0,3,719051.94,True
CriticalPathFirst_partial_public_private,Sipht_instance_27,Sipht_30_29,29,29,29,0,2,727858.46,True
CriticalPathFirst_partial_public_private,CyberShake_instance_28,CyberShake_30_30,30,30,30,0,1,556312.45,True
CriticalPathFirst_partial_public_private,Inspiral_instance_29,Inspiral_30_30,30,30,30,0,0,715333.12,True
CriticalPathFirst_partial_public_private,CyberShake_instance_30,CyberShake_30_30,30,30,30,0,1,648434.66,True
CriticalPathFirst_partial_public_private,Sipht_instance_31,Sipht_30_29,29,29,29,0,2,740250.13,True
CriticalPathFirst_partial_public_private,Inspiral_instance_32,Inspiral_30_30,30,30,30,0,0,895298.54,True
CriticalPathFirst_partial_public_private,Inspiral_instance_33,Inspiral_30_30,30,30,30,0,0,1058276.32,True
CriticalPathFirst_partial_public_private,Sipht_instance_34,Sipht_30_29,29,29,29,0,1,795787.54,True
CriticalPathFirst_partial_public_private,Sipht_instance_35,Sipht_30_29,29,29,29,0,1,813030.58,True
CriticalPathFirst_partial_public_private,Sipht_instance_36,Sipht_30_29,29,29,29,0,0,823434.90,True
CriticalPathFirst_partial_public_private,Sipht_instance_37,Sipht_30_29,29,29,29,0,0,828559.08,True
CriticalPathFirst_partial_public_private,CyberShake_instance_38,CyberShake_30_30,30,30,30,0,0,1171953.30,True
CriticalPathFirst_partial_public_private,Sipht_instance_39,Sipht_30_29,29,29,29,0,0,854130.15,True
CriticalPathFirst_partial_public_private,Inspiral_instance_40,Inspiral_30_30,30,30,30,0,0,1154701.11,True
CriticalPathFirst_partial_public_private,Inspiral_instance_41,Inspiral_30_30,30,30,30,0,0,1292030.46,True
CriticalPathFirst_partial_public_private,Inspiral_instance_42,Inspiral_30_30,30,30,30,0,0,1447777.33,True
CriticalPathFirst_partial_public_private,CyberShake_instance_43,CyberShake_30_30,30,30,30,0,0,1497918.94,True
CriticalPathFirst_partial_public_private,Inspiral_instance_44,Inspiral_30_30,30,30,30,0,0,1578039.87,True
CriticalPathFirst_partial_public_private,Sipht_instance_45,Sipht_30_29,29,29,29,0,0,927047.47,True
CriticalPathFirst_partial_public_private,CyberShake_instance_46,CyberShake_30_30,30,30,30,0,0,1805874.44,True
CriticalPathFirst_partial_public_private,CyberShake_instance_47,CyberShake_30_30,30,30,30,0,0,1859651.25,True
CriticalPathFirst_partial_public_private,Sipht_instance_48,Sipht_30_29,29,29,29,0,0,931880.03,True
CriticalPathFirst_partial_public_private,CyberShake_instance_49,CyberShake_30_30,30,30,30,0,0,1835143.17,True
CriticalPathFirst_partial_public_private,Sipht_instance_50,Sipht_30_29,29,29,29,0,0,931596.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_1,Sipht_30_29,29,29,29,0,29,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_2,Sipht_30_29,29,29,29,0,10,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_3,Inspiral_30_30,30,30,30,0,30,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_4,Inspiral_30_30,30,30,30,0,24,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_5,Sipht_30_29,29,29,29,0,21,365.67,True
CriticalPathFirst_partial_public_private,CyberShake_instance_6,CyberShake_30_30,30,30,30,0,20,14585.90,True
CriticalPathFirst_partial_public_private,Inspiral_instance_7,Inspiral_30_30,30,30,30,0,13,130308.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_8,Sipht_30_29,29,29,29,0,12,91191.45,True
CriticalPathFirst_partial_public_private,Sipht_instance_9,Sipht_30_29,29,29,29,0,12,171080.65,True
CriticalPathFirst_partial_public_private,Sipht_instance_10,Sipht_30_29,29,29,29,0,12,221568.67,True
CriticalPathFirst_partial_public_private,CyberShake_instance_11,CyberShake_30_30,30,30,30,0,18,165434.83,True
CriticalPathFirst_partial_public_private,Sipht_instance_12,Sipht_30_29,29,29,29,0,12,217439.41,True
CriticalPathFirst_partial_public_private,Inspiral_instance_13,Inspiral_30_30,30,30,30,0,12,181445.37,True
CriticalPathFirst_partial_public_private,Inspiral_instance_14,Inspiral_30_30,30,30,30,0,9,358867.48,True
CriticalPathFirst_partial_public_private,CyberShake_instance_15,CyberShake_30_30,30,30,30,0,14,292521.38,True
CriticalPathFirst_partial_public_private,Inspiral_instance_16,Inspiral_30_30,30,30,30,0,9,479183.16,True
CriticalPathFirst_partial_public_private,CyberShake_instance_17,CyberShake_30_30,30,30,30,0,10,611528.47,True
CriticalPathFirst_partial_public_private,CyberShake_instance_18,CyberShake_30_30,30,30,30,0,7,675888.24,True
CriticalPathFirst_partial_public_private,CyberShake_instance_19,CyberShake_30_30,30,30,30,0,9,685921.60,True
CriticalPathFirst_partial_public_private,Inspiral_instance_20,Inspiral_30_30,30,30,30,0,8,635889.33,True
CriticalPathFirst_partial_public_private,Sipht_instance_21,Sipht_30_29,29,29,29,0,13,343464.41,True
CriticalPathFirst_partial_public_private,CyberShake_instance_22,CyberShake_30_30,30,30,30,0,10,646759.35,True
CriticalPathFirst_partial_public_private,CyberShake_instance_23,CyberShake_30_30,30,30,30,0,7,655855.64,True
CriticalPathFirst_partial_public_private,Sipht_instance_24,Sipht_30_29,29,29,29,0,14,699310.42,True
CriticalPathFirst_partial_public_private,CyberShake_instance_25,CyberShake_30_30,30,30,30,0,5,534309.24,True
CriticalPathFirst_partial_public_private,Sipht_instance_26,Sipht_30_29,29,29,29,0,12,719045.15,True
CriticalPathFirst_partial_public_private,Sipht_instance_27,Sipht_30_29,29,29,29,0,12,726040.90,True
CriticalPathFirst_partial_public_private,CyberShake_instance_28,CyberShake_30_30,30,30,30,0,3,558932.35,True
CriticalPathFirst_partial_public_private,Inspiral_instance_29,Inspiral_30_30,30,30,30,0,5,712206.81,True
CriticalPathFirst_partial_public_private,CyberShake_instance_30,CyberShake_30_30,30,30,30,0,3,657346.79,True
CriticalPathFirst_partial_public_private,Sipht_instance_31,Sipht_30_29,29,29,29,0,9,762738.06,True
CriticalPathFirst_partial_public_private,Inspiral_instance_32,Inspiral_30_30,30,30,30,0,5,895246.13,True
CriticalPathFirst_partial_public_private,Inspiral_instance_33,Inspiral_30_30,30,30,30,0,3,1060133.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_34,Sipht_30_29,29,29,29,0,12,793749.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_35,Sipht_30_29,29,29,29,0,12,814534.57,True
CriticalPathFirst_partial_public_private,Sipht_instance_36,Sipht_30_29,29,29,29,0,8,826789.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_37,Sipht_30_29,29,29,29,0,9,829120.18,True
CriticalPathFirst_partial_public_private,CyberShake_instance_38,CyberShake_30_30,30,30,30,0,5,1196747.11,True
CriticalPathFirst_partial_public_private,Sipht_instance_39,Sipht_30_29,29,29,29,0,8,847567.56,True
CriticalPathFirst_partial_public_private,Inspiral_instance_40,Inspiral_30_30,30,30,30,0,4,1152695.50,True
CriticalPathFirst_partial_public_private,Inspiral_instance_41,Inspiral_30_30,30,30,30,0,4,1292732.71,True
CriticalPathFirst_partial_public_private,Inspiral_instance_42,Inspiral_30_30,30,30,30,0,3,1446020.15,True
CriticalPathFirst_partial_public_private,CyberShake_instance_43,CyberShake_30_30,30,30,30,0,5,1492790.42,True
CriticalPathFirst_partial_public_private,Inspiral_instance_44,Inspiral_30_30,30,30,30,0,1,1577412.58,True
CriticalPathFirst_partial_public_private,Sipht_instance_45,Sipht_30_29,29,29,29,0,6,931749.39,True
CriticalPathFirst_partial_public_private,CyberShake_instance_46,CyberShake_30_30,30,30,30,0,5,1809085.86,True
CriticalPathFirst_partial_public_private,CyberShake_instance_47,CyberShake_30_30,30,30,30,0,7,1860317.80,True
CriticalPathFirst_partial_public_private,Sipht_instance_48,Sipht_30_29,29,29,29,0,11,932242.03,True
CriticalPathFirst_partial_public_private,CyberShake_instance_49,CyberShake_30_30,30,30,30,0,5,1837013.54,True
CriticalPathFirst_partial_public_private,Sipht_instance_50,Sipht_30_29,29,29,29,0,7,930765.16,True
CriticalPathFirst_partial_public_private,Sipht_instance_1,Sipht_30_29,29,29,29,0,13,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_2,Sipht_30_29,29,29,29,0,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_3,Inspiral_30_30,30,30,30,0,4,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_4,Inspiral_30_30,30,30,30,0,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_5,Sipht_30_29,29,29,29,0,0,346.71,True
CriticalPathFirst_partial_public_private,CyberShake_instance_6,CyberShake_30_30,30,30,30,0,5,14572.57,True
CriticalPathFirst_partial_public_private,Inspiral_instance_7,Inspiral_30_30,30,30,21,9,0,69713.97,True
CriticalPathFirst_partial_public_private,Sipht_instance_8,Sipht_30_29,29,29,23,6,0,48760.72,True
CriticalPathFirst_partial_public_private,Sipht_instance_9,Sipht_30_29,29,29,23,6,0,116462.13,True
CriticalPathFirst_partial_public_private,Sipht_instance_10,Sipht_30_29,29,29,3,26,0,24724.20,True
CriticalPathFirst_partial_public_private,CyberShake_instance_11,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_12,Sipht_30_29,29,29,4,25,0,32130.69,True
CriticalPathFirst_partial_public_private,Inspiral_instance_13,Inspiral_30_30,30,30,5,25,0,44647.90,True
CriticalPathFirst_partial_public_private,Inspiral_instance_14,Inspiral_30_30,30,30,4,26,0,34631.24,True
CriticalPathFirst_partial_public_private,CyberShake_instance_15,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_16,Inspiral_30_30,30,30,7,23,0,60380.99,True
CriticalPathFirst_partial_public_private,CyberShake_instance_17,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_18,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_19,CyberShake_30_30,30,30,1,29,0,7628.05,True
CriticalPathFirst_partial_public_private,Inspiral_instance_20,Inspiral_30_30,30,30,7,23,0,56189.52,True
CriticalPathFirst_partial_public_private,Sipht_instance_21,Sipht_30_29,29,29,3,26,0,34465.16,True
CriticalPathFirst_partial_public_private,CyberShake_instance_22,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_23,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_24,Sipht_30_29,29,29,3,26,0,30767.94,True
CriticalPathFirst_partial_public_private,CyberShake_instance_25,CyberShake_30_30,30,30,1,29,0,9113.11,True
CriticalPathFirst_partial_public_private,Sipht_instance_26,Sipht_30_29,29,29,17,12,0,147711.10,True
CriticalPathFirst_partial_public_private,Sipht_instance_27,Sipht_30_29,29,29,4,25,0,42103.82,True
CriticalPathFirst_partial_public_private,CyberShake_instance_28,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_29,Inspiral_30_30,30,30,14,16,0,136631.84,True
CriticalPathFirst_partial_public_private,CyberShake_instance_30,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_31,Sipht_30_29,29,29,3,26,0,37191.97,True
CriticalPathFirst_partial_public_private,Inspiral_instance_32,Inspiral_30_30,30,30,6,24,0,71496.56,True
CriticalPathFirst_partial_public_private,Inspiral_instance_33,Inspiral_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_34,Sipht_30_29,29,29,3,26,0,41853.68,True
CriticalPathFirst_partial_public_private,Sipht_instance_35,Sipht_30_29,29,29,4,25,0,49864.08,True
CriticalPathFirst_partial_public_private,Sipht_instance_36,Sipht_30_29,29,29,3,26,0,44459.22,True
CriticalPathFirst_partial_public_private,Sipht_instance_37,Sipht_30_29,29,29,3,26,0,50261.61,True
CriticalPathFirst_partial_public_private,CyberShake_instance_38,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_39,Sipht_30_29,29,29,3,26,0,51595.87,True
CriticalPathFirst_partial_public_private,Inspiral_instance_40,Inspiral_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_41,Inspiral_30_30,30,30,1,29,0,14156.25,True
CriticalPathFirst_partial_public_private,Inspiral_instance_42,Inspiral_30_30,30,30,1,29,0,15007.87,True
CriticalPathFirst_partial_public_private,CyberShake_instance_43,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_44,Inspiral_30_30,30,30,4,26,0,60173.44,True
CriticalPathFirst_partial_public_private,Sipht_instance_45,Sipht_30_29,29,29,3,26,0,47717.65,True
CriticalPathFirst_partial_public_private,CyberShake_instance_46,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_47,CyberShake_30_30,30,30,1,29,0,13235.46,True
CriticalPathFirst_partial_public_private,Sipht_instance_48,Sipht_30_29,29,29,4,25,0,60518.37,True
CriticalPathFirst_partial_public_private,CyberShake_instance_49,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_50,Sipht_30_29,29,29,3,26,0,47192.34,True
CriticalPathFirst_partial_public_private,Sipht_instance_1,Sipht_30_29,29,29,29,0,29,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_2,Sipht_30_29,29,29,29,0,9,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_3,Inspiral_30_30,30,30,30,0,30,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_4,Inspiral_30_30,30,30,30,0,23,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_5,Sipht_30_29,29,29,29,0,9,346.71,True
CriticalPathFirst_partial_public_private,CyberShake_instance_6,CyberShake_30_30,30,30,30,0,14,14565.90,True
CriticalPathFirst_partial_public_private,Inspiral_instance_7,Inspiral_30_30,30,30,21,9,7,69725.64,True
CriticalPathFirst_partial_public_private,Sipht_instance_8,Sipht_30_29,29,29,23,6,6,48809.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_9,Sipht_30_29,29,29,23,6,5,116532.82,True
CriticalPathFirst_partial_public_private,Sipht_instance_10,Sipht_30_29,29,29,3,26,3,24734.54,True
CriticalPathFirst_partial_public_private,CyberShake_instance_11,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_12,Sipht_30_29,29,29,4,25,3,32142.02,True
CriticalPathFirst_partial_public_private,Inspiral_instance_13,Inspiral_30_30,30,30,5,25,0,44659.57,True
CriticalPathFirst_partial_public_private,Inspiral_instance_14,Inspiral_30_30,30,30,4,26,0,34642.91,True
CriticalPathFirst_partial_public_private,CyberShake_instance_15,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_16,Inspiral_30_30,30,30,7,23,0,60399.33,True
CriticalPathFirst_partial_public_private,CyberShake_instance_17,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_18,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_19,CyberShake_30_30,30,30,1,29,1,7629.72,True
CriticalPathFirst_partial_public_private,Inspiral_instance_20,Inspiral_30_30,30,30,7,23,0,56219.52,True
CriticalPathFirst_partial_public_private,Sipht_instance_21,Sipht_30_29,29,29,3,26,3,34475.50,True
CriticalPathFirst_partial_public_private,CyberShake_instance_22,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,CyberShake_instance_23,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_24,Sipht_30_29,29,29,3,26,3,30773.11,True
CriticalPathFirst_partial_public_private,CyberShake_instance_25,CyberShake_30_30,30,30,1,29,1,9114.78,True
CriticalPathFirst_partial_public_private,Sipht_instance_26,Sipht_30_29,29,29,17,12,5,147771.44,True
CriticalPathFirst_partial_public_private,Sipht_instance_27,Sipht_30_29,29,29,4,25,3,42117.03,True
CriticalPathFirst_partial_public_private,CyberShake_instance_28,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Inspiral_instance_29,Inspiral_30_30,30,30,14,16,0,136674.63,True
CriticalPathFirst_partial_public_private,CyberShake_instance_30,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_31,Sipht_30_29,29,29,3,26,3,37195.42,True
CriticalPathFirst_partial_public_private,Inspiral_instance_32,Inspiral_30_30,30,30,6,24,0,71519.89,True
CriticalPathFirst_partial_public_private,Inspiral_instance_33,Inspiral_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_34,Sipht_30_29,29,29,3,26,2,41863.64,True
CriticalPathFirst_partial_public_private,Sipht_instance_35,Sipht_30_29,29,29,4,25,2,49873.68,True
CriticalPathFirst_partial_public_private,Sipht_instance_36,Sipht_30_29,29,29,3,26,2,44467.84,True
CriticalPathFirst_partial_public_private,Sipht_instance_37,Sipht_30_29,29,29,3,26,2,50273.68,True
CriticalPathFirst_partial_public_private,CyberShake_instance_38,CyberShake_30_30,30,30,0,30,0,0.00,True
CriticalPathFirst_partial_public_private,Sipht_instance_39,Sipht_30_29,29,29,3,26,2,51604.49,True
CriticalPathFirst_partial_public_private,Inspiral_instance_40,Inspiral_30_30,30,30,0,30,0,0.00,True
